t_us,x_gal,y_gal,z_gal
478083058,17.81280,5.73885,997.96393
478093058,-13.86268,-4.17371,963.53082
478103058,-2.38498,-1.56514,1002.73389
478113058,-31.97360,-22.06104,1048.27205
478123058,-15.72594,-15.80047,1034.93108
478133058,-0.59624,1.41608,999.75266
478143058,13.26644,-17.36562,974.33775
478153058,-3.13028,-44.49473,991.77790
478163058,16.91843,-36.74356,968.59890
478173058,2.98122,-31.60095,963.53082
478183058,-7.45305,-39.20306,968.07718
478193058,-12.74472,-45.16551,981.19456
478203058,-10.06162,-37.56339,982.83423
478213058,-15.57688,-30.25940,983.57954
478223058,-0.29812,3.95012,957.56838
478233058,-16.24766,-4.09918,947.80488
478243058,-7.97477,8.12383,949.07190
478253058,-12.37207,-7.37852,968.67343
478263058,-3.72653,-0.37265,985.29374
478273058,-2.83216,7.90024,1003.92637
478283058,-18.25998,-21.68839,1015.77673
478293058,-7.82571,-17.06749,1024.34774
478303058,-8.19836,-18.33451,1003.70278
478313058,-4.32277,-10.35975,992.59773
478323058,0.96890,-21.39026,992.89585
478333058,-2.83216,-33.16609,999.08189
478343058,-8.94366,-46.05987,977.61709
478353058,7.30399,-21.68839,977.39350
478363058,-12.96831,-34.80576,985.14468
478373058,-2.68310,-39.27759,976.87179
478383058,-4.76995,-36.14731,974.63587
478393058,-7.22946,-31.89907,957.79197
478403058,-7.67665,-7.97477,943.70570
478413058,-10.35975,-2.31045,953.91638
478423058,-2.53404,7.52758,971.72918
478433058,-9.76350,-9.24179,984.02672
478443058,0.67077,2.31045,982.31252
478453058,-9.39085,-3.72653,984.39937
478463058,-14.38439,-18.25998,988.79667
478473058,-18.18545,-19.67606,1003.25560
478483058,-8.34742,-8.12383,994.23740
478493058,-12.52113,-9.46538,989.09480
478503058,-10.58334,-10.65787,994.98271
478513058,-14.23533,-20.49590,1007.42931
478523058,-3.80106,-18.55810,1005.56605
478533058,-10.50881,-33.83687,986.18811
478543058,10.35975,-31.75001,975.45571
478553058,-2.01232,-38.15964,979.85301
478563058,3.72653,-50.08452,987.82778
478573058,7.00587,-40.09743,988.87120
478583058,10.65787,-31.75001,983.35594
478593058,2.16139,-27.94895,973.96510
478603058,3.50294,-15.20423,961.07131
478613058,-6.33510,-11.40317,939.75558
478623058,-16.91843,-14.45892,939.01027
478633058,-18.48357,-3.35387,952.72389
478643058,-20.57043,-0.37265,976.87179
478653058,-18.40904,16.91843,992.07602
478663058,-39.05400,-0.96890,1020.62121
478673058,-22.65728,14.23533,1019.42873
478683058,-29.36503,-2.60857,1023.82603
478693058,-16.47125,-2.98122,1016.07485
478703058,-1.56514,-15.35329,998.41111
478713058,6.63322,-18.48357,992.82132
478723058,14.98064,-45.09098,967.10829
478733058,4.91902,-42.92959,971.65465
478743058,15.87501,-49.78640,983.20688
478753058,11.85036,-59.40084,977.61709
478763058,20.04872,-38.08511,985.59186
478773058,5.88791,-44.27114,974.11416
478783058,-9.39085,-26.60740,974.41228
478793058,-1.34155,-16.76937,943.63117
478803058,-19.97418,-14.01174,936.47624
478813058,-13.78815,10.28521,958.16462
478823058,-14.53346,4.47183,961.29490
478833058,-7.52758,17.06749,974.41228
478843058,-15.57688,7.60212,990.13822
478853058,-37.63792,-23.99883,1015.18049
478863058,-18.93076,-6.03697,1025.83835
478873058,-20.94308,-17.88733,1018.83248
478883058,-7.45305,1.34155,1008.47274
478893058,-2.31045,-12.89378,994.61006
478903058,6.33510,-19.60153,1000.34891
478913058,-2.53404,-41.21539,993.11945
478923058,2.90669,-39.35213,960.54960
478933058,7.45305,-25.19132,982.38705
478943058,-3.27934,-54.70542,978.80958
478953058,10.65787,-47.92314,988.20043
478963058,25.56398,-49.41375,962.41286
478973058,-9.98709,-44.19661,956.97213
478983058,-31.07924,15.12970,973.44338
478993058,-49.48828,28.24707,956.00324
479003058,40.76821,-4.99355,839.28841
479013058,-9.83803,-7.15493,1062.43285
479023058,-52.24591,-0.81984,1020.84481
479033058,-3.05575,-1.04343,1002.65935
479043058,-13.19191,0.44718,991.03259
479053058,-24.29696,-20.04872,1021.73917
479063058,-19.82512,-25.93663,1028.89410
479073058,-7.00587,-7.22946,1012.94457
479083058,0.52171,-14.30986,975.38118
479093058,5.36620,-16.84390,985.14468
479103058,0.14906,-36.14731,993.56663
479113058,-3.42840,-41.36445,971.05841
479123058,2.68310,-15.12970,983.28141
479133058,-10.80693,-30.25940,977.31897
479143058,-10.50881,-45.24004,977.39350
479153058,-5.29167,-31.52642,974.63587
479163058,-11.99942,-37.71245,957.94103
479173058,2.16139,-1.19249,954.88528
479183058,-5.21714,-10.65787,955.55605
479193058,-0.29812,-3.57747,976.64820
479203058,-9.53991,-22.80635,983.50501
479213058,3.80106,3.80106,979.85301
479223058,-6.85681,-2.90669,984.10125
479233058,-6.78228,-5.58979,991.70337
479243058,-16.17313,-16.17313,1001.61593
479253058,-10.43428,-3.50294,999.82719
479263058,-16.69484,-14.01174,1001.83952
479273058,-11.85036,-11.47770,1007.95102
479283058,-11.77583,-24.74414,1004.14997
479293058,-6.78228,-24.74414,995.28083
479303058,-6.78228,-29.36503,985.44280
479313058,-2.01232,-38.23417,961.96568
479323058,-0.37265,-35.40201,972.69808
479333058,3.42840,-39.79931,976.49914
479343058,10.58334,-33.76233,974.33775
479353058,10.95599,-20.04872,972.02730
479363058,-2.38498,-24.37149,951.45687
479373058,-4.02465,-13.63909,942.96039
479383058,-14.30986,-5.88791,958.16462
479393058,-13.78815,-1.78873,978.51146
479403058,-16.39672,3.35387,989.39292
479413058,-33.01703,-7.67665,1010.63412
479423058,-24.14789,8.34742,1020.54668
479433058,-22.28463,-2.08686,1016.14938
479443058,-12.22301,-2.98122,1011.97567
479453058,0.07453,-12.59566,997.44222
479463058,8.27289,-26.83099,986.93341
479473058,14.45892,-32.04813,978.58599
479483058,3.65200,-40.24649,967.55547
479493058,10.80693,-33.09156,971.50559
479503058,-5.58979,-50.90436,984.39937
479513058,-3.95012,-48.29579,991.55430
479523058,-4.54636,-41.58804,1002.73389
479533058,-8.86913,-35.10388,988.72214
479543058,-7.82571,-17.66374,962.04021
479553058,-11.47770,-1.71420,945.56896
479563058,-13.41550,-3.05575,936.62530
479573058,-3.65200,12.22301,953.39467
479583058,-7.08040,3.65200,963.00911
479593058,2.68310,21.53933,972.02730
479603058,-12.07395,6.40963,989.76557
479613058,-34.80576,-30.18487,1018.31077
479623058,-20.42137,-12.44660,1026.50913
479633058,-21.01761,-22.06104,1020.39762
479643058,-9.83803,-7.60212,1006.31135
479653058,-6.11150,-17.51468,993.11945
479663058,-1.34155,-25.93663,995.50442
479673058,-7.90024,-52.69309,983.72860
479683058,7.75118,-28.32161,972.62355
479693058,15.57688,-30.25940,980.37472
479703058,18.11092,-42.18429,983.35594
479713058,18.85623,-39.42666,989.24386
479723058,12.14848,-50.75530,962.78552
479733058,-9.09273,-33.91140,958.31368
479743058,-19.37794,8.19836,963.67988
479753058,-1.78873,-21.24120,917.76907
479763058,-10.73240,11.47770,981.04550
479773058,-20.04872,-6.85681,983.05782
479783058,-7.08040,10.06162,983.28141
479793058,-21.39026,10.50881,994.83365
479803058,-38.15964,-22.28463,1009.73976
479813058,-21.39026,-7.52758,1017.04375
479823058,-19.67606,-9.01820,1001.01968
479833058,-11.55223,-4.76995,994.75912
479843058,-0.07453,-9.98709,995.65348
479853058,1.04343,-22.50822,998.33658
479863058,-4.47183,-30.18487,988.27496
479873058,7.00587,-31.82454,979.10770
479883058,0.00000,-32.71891,981.04550
479893058,1.26702,-54.55636,983.80313
479903058,7.45305,-53.58746,987.23153
479913058,29.21597,-43.30224,971.65465
479923058,2.23592,-39.35213,963.67988
479933058,-16.24766,5.14261,972.77261
479943058,-40.99180,9.24179,959.72976
479953058,22.65728,-31.52642,967.77906
479963058,-16.39672,-0.74531,945.86708
479973058,-27.42724,-14.01174,1028.22333
479983058,3.87559,10.13615,974.03963
479993058,-13.11738,3.05575,971.28200
480003058,-16.09860,-9.61444,996.84597
480013058,-31.07924,-20.27231,1023.37884
480023058,-15.72594,2.38498,1018.23624
480033058,-18.40904,-7.75118,997.51675
480043058,-4.84449,-5.66432,994.61006
480053058,-15.72594,-33.68780,1005.41698
480063058,-6.55869,-34.43311,972.25089
480073058,-4.39730,-24.14789,981.79080
480083058,-5.58979,-36.29637,973.07073
480093058,4.24824,-40.02290,975.08305
480103058,11.99942,-34.06046,964.72331
480113058,5.88791,-35.84919,963.67988
480123058,8.19836,-20.94308,955.48152
480133058,4.32277,-16.76937,955.77964
480143058,0.44718,-6.78228,969.41873
480153058,-7.45305,-16.47125,976.12648
480163058,-7.22946,-3.95012,982.08893
480173058,-27.27818,-15.20423,1001.24327
480183058,-24.74414,-6.26057,1001.24327
480193058,-22.28463,-3.42840,1008.69633
480203058,-17.58921,0.89437,1000.57250
480213058,-12.59566,-3.27934,1008.10008
480223058,-0.81984,-11.99942,1008.62180
480233058,7.45305,-21.39026,1000.12532
480243058,13.41550,-24.74414,985.07015
480253058,5.44073,-34.95482,980.00207
480263058,1.26702,-38.68135,964.20160
480273058,-5.88791,-49.86093,959.05899
480283058,-7.37852,-32.64438,973.96510
480293058,-8.57101,-34.28405,981.49268
480303058,-6.48416,-19.37794,987.52966
480313058,-12.22301,-20.86855,984.10125
480323058,-14.45892,-16.76937,964.27613
480333058,-12.67019,-8.34742,950.18985
480343058,-7.60212,0.74531,949.51908
480353058,-5.51526,1.78873,967.77906
480363058,-6.70775,-0.59624,984.99562
480373058,-14.90611,-7.30399,1002.28670
480383058,-16.39672,-8.49648,1010.78318
480393058,-12.52113,-4.24824,1012.05020
480403058,-11.55223,-3.35387,1004.44809
480413058,-5.88791,-8.34742,1000.94515
480423058,-1.34155,-21.31573,1003.25560
480433058,-4.62089,-33.09156,997.14409
480443058,2.60857,-44.19661,962.71099
480453058,3.72653,-30.11034,988.27496
480463058,-5.81338,-57.68664,979.33130
480473058,6.93134,-50.30811,983.35594
480483058,10.95599,-38.45776,974.56134
480493058,3.42840,-35.40201,953.24561
480503058,-20.12325,-0.96890,970.01498
480513058,3.87559,-12.44660,928.72506
480523058,-22.80635,-5.51526,953.46920
480533058,-6.33510,11.40317,980.59831
480543058,-14.30986,4.91902,972.02730
480553058,-3.42840,32.94250,985.74092
480563058,-46.50706,-22.35916,1010.41053
480573058,-23.17900,-6.33510,1014.36065
480583058,-37.41433,-28.39614,1022.63354
480593058,-10.95599,4.09918,1017.86358
480603058,-2.01232,-12.14848,1007.05666
480613058,12.22301,-13.49003,1012.42286
480623058,11.25411,-49.63734,978.80958
480633058,3.95012,-40.76821,975.45571
480643058,21.68839,-31.07924,968.00265
480653058,16.17313,-52.61856,962.04021
480663058,29.29050,-37.48886,975.90289
480673058,16.17313,-61.78582,960.47507
480683058,-22.88088,-41.81163,990.28728
480693058,-36.89262,-10.28521,992.82132
480703058,-35.70013,8.49648,965.17049
480713058,-28.17254,35.92372,972.47449
480723058,10.06162,-23.17900,908.97447
480733058,-19.22888,6.40963,999.60360
480743058,-12.96831,-6.03697,966.81016
480753058,3.27934,12.37207,964.94690
480763058,-30.40846,-19.22888,1009.81429
480773058,-24.44602,-0.29812,1037.24153
480783058,-32.19719,-16.47125,1034.55843
480793058,-16.32219,3.50294,1000.27438
480803058,-7.67665,-11.99942,993.11945
480813058,-2.83216,-16.17313,1009.88882
480823058,6.48416,-54.33276,980.67285
480833058,-4.76995,-32.79344,982.31252
480843058,12.37207,-39.57572,987.38059
480853058,13.26644,-56.56868,974.33775
480863058,56.12150,-36.59450,964.27613
480873058,14.98064,-74.75413,955.48152
480883058,6.40963,-25.34038,976.12648
480893058,-25.04226,-17.66374,963.60535
480903058,-29.36503,21.76292,960.92225
480913058,-63.12737,50.23358,989.61651
480923058,-0.52171,-40.54461,1000.12532
480933058,51.42607,-24.07336,775.56480
480943058,-25.63851,-20.86855,1068.61888
480953058,2.23592,5.51526,946.83598
480963058,-9.39085,13.19191,964.20160
480973058,-28.47067,-6.11150,1017.11828
480983058,-39.35213,-2.01232,1051.77498
480993058,-36.81809,0.74531,1023.45338
481003058,-20.64496,7.00587,995.57895
481013058,0.37265,-13.86268,996.92050
481023058,4.76995,-41.51351,971.28200
481033058,1.04343,-44.56926,994.61006
481043058,7.37852,-51.64966,992.67226
481053058,11.99942,-62.60565,980.44925
481063058,45.76175,-45.01645,964.87237
481073058,39.50119,-55.59978,951.15875
481083058,5.96244,-31.60095,978.58599
481093058,-4.54636,-20.86855,972.25089
481103058,-17.66374,-10.28521,957.49385
481113058,-45.53816,39.57572,986.03904
481123058,-80.12033,52.09685,1000.42344
481133058,110.67785,-42.92959,822.51904
481143058,-66.92842,-50.82983,1083.67405
481153058,-39.50119,-20.86855,1001.69046
481163058,-16.62031,5.14261,967.63000
481173058,-24.29696,9.98709,1003.77731
481183058,-38.53229,4.84449,1038.95573
481193058,-41.88616,2.75763,1035.45279
481203058,-25.93663,17.96186,1018.23624
481213058,-4.76995,-9.76350,999.23095
481223058,23.55165,-30.40846,970.38763
481233058,-0.52171,-51.57513,986.41170
481243058,12.29754,-52.54403,989.24386
481253058,12.29754,-76.02115,983.13235
481263058,33.76233,-65.13969,975.60477
481273058,74.15789,-52.02232,937.51966
481283058,1.71420,-45.38910,976.87179
481293058,-8.42195,-9.46538,986.85888
481303058,-25.11679,-22.06104,953.46920
481313058,-37.19074,30.55752,974.78493
481323058,-81.76000,60.81692,1008.47274
481333058,-25.11679,5.29167,985.66639
481343058,102.55402,-53.81105,900.03080
481353058,-77.43723,-37.63792,1052.81841
481363058,23.70071,8.94366,962.63645
481373058,-16.39672,-0.29812,956.15230
481383058,-23.55165,-7.00587,1011.08131
481393058,-39.50119,5.44073,1055.35245
481403058,-36.74356,3.57747,1020.77028
481413058,-29.73769,11.92489,989.91463
481423058,-6.70775,-9.09273,983.43048
481433058,6.48416,-35.92372,988.12590
481443058,-9.68897,-43.30224,989.69104
481453058,1.63967,-44.27114,1004.74621
481463058,6.93134,-60.07162,992.37414
