t_us,x_gal,y_gal,z_gal
23233058,-6.48416,-18.18545,983.35594
23243058,-6.78228,-17.96186,983.05782
23253058,-6.40963,-17.96186,982.68517
23263058,-6.26057,-17.81280,982.83423
23273058,-6.55869,-17.66374,982.90876
23283058,-6.55869,-18.03639,982.61064
23293058,-6.78228,-18.11092,982.83423
23303058,-6.40963,-18.18545,982.61064
23313058,-6.33510,-18.40904,983.05782
23323058,-6.26057,-18.11092,982.53611
23333058,-6.48416,-18.03639,983.20688
23343058,-6.63322,-18.18545,983.20688
23353058,-6.26057,-18.33451,983.05782
23363058,-6.18603,-18.03639,982.61064
23373058,-6.63322,-18.03639,982.83423
23383058,-6.55869,-17.96186,983.50501
23393058,-6.26057,-18.40904,983.35594
23403058,-6.55869,-18.11092,982.98329
23413058,-6.33510,-18.33451,982.83423
23423058,-6.48416,-18.18545,982.98329
23433058,-6.63322,-18.18545,983.35594
23443058,-6.40963,-18.11092,982.83423
23453058,-6.40963,-18.18545,982.68517
23463058,-6.33510,-18.11092,982.98329
23473058,-6.18603,-18.03639,982.75970
23483058,-6.33510,-17.88733,982.90876
23493058,-6.48416,-18.25998,982.98329
23503058,-6.40963,-18.55810,982.98329
23513058,-6.40963,-18.11092,982.68517
23523058,-6.48416,-17.96186,983.05782
23533058,-6.33510,-17.96186,983.05782
23543058,-6.48416,-17.96186,982.98329
23553058,-6.33510,-17.88733,982.68517
23563058,-6.55869,-17.73827,983.05782
23573058,-6.70775,-18.03639,982.75970
23583058,-6.55869,-18.33451,982.61064
23593058,-6.55869,-17.88733,982.90876
23603058,-6.63322,-18.03639,983.05782
23613058,-6.70775,-18.03639,982.90876
23623058,-6.33510,-17.88733,982.90876
23633058,-6.26057,-18.11092,982.68517
23643058,-6.48416,-18.40904,982.90876
23653058,-6.55869,-18.03639,983.13235
23663058,-6.40963,-17.96186,982.61064
23673058,-6.48416,-18.11092,983.13235
23683058,-6.18603,-17.73827,983.13235
23693058,-6.33510,-18.03639,983.13235
23703058,-6.26057,-18.03639,982.90876
23713058,-6.63322,-18.33451,983.13235
23723058,-6.48416,-18.40904,983.20688
23733058,-6.55869,-17.88733,982.83423
23743058,-6.40963,-18.03639,982.75970
23753058,-6.55869,-18.25998,982.98329
23763058,-6.26057,-18.18545,982.90876
23773058,-6.48416,-17.96186,982.83423
23783058,-6.40963,-18.03639,983.13235
23793058,-6.48416,-17.88733,983.35594
23803058,-6.55869,-18.03639,982.98329
23813058,-6.40963,-18.11092,982.90876
23823058,-6.48416,-18.25998,982.75970
23833058,-6.18603,-18.33451,983.28141
23843058,-6.26057,-18.25998,982.75970
23853058,-6.40963,-18.18545,982.98329
23863058,-6.78228,-18.11092,982.90876
23873058,-6.26057,-18.25998,982.90876
23883058,-6.33510,-17.73827,982.98329
23893058,-6.40963,-17.96186,982.98329
23903058,-6.48416,-17.81280,983.35594
23913058,-6.40963,-17.96186,982.75970
23923058,-6.18603,-18.18545,982.68517
23933058,-6.33510,-18.11092,982.83423
23943058,-6.11150,-18.25998,983.28141
23953058,-6.26057,-17.88733,982.83423
23963058,-6.26057,-18.18545,983.13235
23973058,-6.63322,-17.96186,983.20688
23983058,-6.26057,-18.11092,983.13235
23993058,-6.48416,-18.03639,983.05782
24003058,-6.40963,-18.11092,982.75970
24013058,-6.33510,-18.03639,983.13235
24023058,-6.48416,-18.11092,982.75970
24033058,-6.40963,-18.11092,982.75970
24043058,-6.63322,-18.11092,983.20688
24053058,-6.48416,-18.25998,983.13235
24063058,-6.40963,-17.96186,983.20688
24073058,-6.40963,-18.18545,983.05782
24083058,-6.70775,-17.96186,982.90876
24093058,-6.40963,-18.48357,983.13235
24103058,-6.40963,-17.88733,982.75970
24113058,-6.33510,-18.11092,983.50501
24123058,-6.70775,-18.11092,983.35594
24133058,-6.63322,-17.96186,982.75970
24143058,-6.40963,-17.96186,982.90876
24153058,-6.70775,-18.33451,983.05782
24163058,-6.40963,-18.03639,982.98329
24173058,-6.33510,-18.03639,982.98329
24183058,-6.40963,-18.03639,983.05782
24193058,-6.85681,-18.03639,983.35594
24203058,-6.40963,-18.40904,982.90876
24213058,-6.40963,-17.81280,982.68517
24223058,-6.48416,-18.11092,982.90876
24233058,-6.55869,-18.18545,983.20688
24243058,-6.55869,-18.40904,982.90876
24253058,-6.48416,-17.88733,983.13235
24263058,-6.40963,-18.25998,982.98329
24273058,-6.40963,-18.03639,983.05782
24283058,-6.33510,-18.11092,982.83423
24293058,-6.63322,-18.03639,982.83423
24303058,-6.33510,-18.18545,982.68517
24313058,-6.33510,-18.11092,983.13235
24323058,-6.40963,-18.03639,983.05782
24333058,-6.55869,-18.11092,982.98329
24343058,-6.33510,-18.03639,982.75970
24353058,-6.40963,-18.11092,983.05782
24363058,-6.33510,-18.03639,982.75970
24373058,-6.40963,-17.96186,982.90876
24383058,-6.40963,-18.25998,982.83423
24393058,-6.48416,-17.96186,982.83423
24403058,-6.48416,-18.11092,982.75970
24413058,-6.48416,-18.03639,983.28141
24423058,-6.40963,-18.18545,982.98329
24433058,-6.55869,-17.96186,982.83423
24443058,-6.63322,-17.88733,982.46158
24453058,-6.33510,-17.96186,983.43048
24463058,-6.70775,-17.88733,982.98329
24473058,-6.48416,-17.81280,983.13235
24483058,-6.63322,-17.81280,983.43048
24493058,-6.40963,-18.03639,983.28141
24503058,-6.33510,-18.18545,983.13235
24513058,-6.78228,-17.96186,983.05782
24523058,-6.55869,-18.33451,983.35594
24533058,-6.63322,-18.25998,983.35594
24543058,-6.40963,-18.25998,983.20688
24553058,-6.40963,-17.73827,982.98329
24563058,-6.55869,-18.48357,982.90876
24573058,-6.70775,-18.18545,983.05782
24583058,-6.40963,-18.03639,982.90876
24593058,-6.55869,-18.18545,982.53611
24603058,-6.55869,-17.88733,982.98329
24613058,-6.63322,-18.40904,982.83423
24623058,-6.40963,-18.18545,982.90876
24633058,-6.33510,-18.25998,983.05782
24643058,-6.55869,-17.81280,983.13235
24653058,-6.33510,-18.18545,982.68517
24663058,-6.55869,-18.03639,982.68517
24673058,-6.78228,-17.88733,982.83423
24683058,-6.48416,-18.11092,983.50501
24693058,-6.48416,-17.88733,982.83423
24703058,-6.63322,-17.88733,983.13235
24713058,-6.33510,-18.40904,983.57954
24723058,-6.48416,-18.03639,983.35594
24733058,-6.70775,-17.96186,982.90876
24743058,-6.48416,-18.18545,983.05782
24753058,-6.78228,-18.18545,982.83423
24763058,-6.40963,-18.11092,983.05782
24773058,-6.63322,-17.73827,982.90876
24783058,-6.48416,-18.25998,983.43048
24793058,-6.40963,-18.18545,983.13235
24803058,-6.63322,-17.88733,982.83423
24813058,-6.63322,-17.96186,982.98329
24823058,-6.48416,-17.88733,983.20688
24833058,-6.48416,-18.18545,982.75970
24843058,-6.63322,-18.25998,983.20688
24853058,-6.63322,-18.11092,983.20688
24863058,-6.48416,-18.18545,983.20688
24873058,-6.70775,-17.81280,983.05782
24883058,-6.40963,-18.11092,982.75970
24893058,-6.48416,-18.33451,982.90876
24903058,-6.40963,-18.25998,982.90876
24913058,-6.55869,-18.18545,983.28141
24923058,-6.63322,-17.88733,982.68517
24933058,-6.55869,-18.11092,983.13235
24943058,-6.33510,-18.40904,982.98329
24953058,-6.48416,-18.11092,982.75970
24963058,-6.55869,-18.18545,983.05782
24973058,-6.33510,-18.11092,982.90876
24983058,-6.18603,-18.11092,982.68517
24993058,-6.70775,-18.11092,982.90876
25003058,-6.48416,-18.25998,982.75970
25013058,-6.40963,-18.25998,983.13235
25023058,-6.40963,-17.96186,982.83423
25033058,-6.48416,-18.18545,983.20688
25043058,-6.40963,-18.11092,982.98329
25053058,-6.33510,-18.11092,982.90876
25063058,-6.40963,-17.88733,982.90876
25073058,-6.26057,-18.18545,982.83423
25083058,-6.48416,-18.33451,983.05782
25093058,-6.63322,-17.81280,982.83423
25103058,-6.48416,-18.25998,982.68517
25113058,-6.55869,-17.96186,982.90876
25123058,-6.55869,-18.11092,982.83423
25133058,-6.40963,-18.18545,983.05782
25143058,-6.48416,-18.03639,982.90876
25153058,-6.48416,-18.18545,983.20688
25163058,-6.26057,-18.18545,982.98329
25173058,-6.63322,-18.11092,982.53611
25183058,-6.48416,-18.11092,982.98329
25193058,-6.48416,-18.11092,983.05782
25203058,-6.48416,-18.11092,982.90876
25213058,-6.48416,-17.96186,982.75970
25223058,-6.48416,-18.25998,982.75970
25233058,-6.26057,-18.03639,982.98329
25243058,-6.40963,-18.03639,982.75970
25253058,-6.63322,-18.03639,982.90876
25263058,-6.55869,-17.88733,982.83423
25273058,-6.63322,-18.48357,982.75970
25283058,-6.40963,-18.18545,983.05782
25293058,-6.55869,-17.81280,982.90876
25303058,-6.33510,-18.18545,982.98329
25313058,-6.55869,-18.11092,983.20688
25323058,-6.55869,-18.11092,982.83423
25333058,-6.55869,-18.18545,982.90876
25343058,-6.33510,-17.81280,983.05782
25353058,-6.40963,-18.25998,982.90876
25363058,-6.48416,-18.11092,982.90876
25373058,-6.26057,-18.40904,983.05782
25383058,-6.70775,-18.25998,982.75970
25393058,-6.33510,-18.03639,982.83423
25403058,-6.48416,-17.96186,982.75970
25413058,-6.70775,-18.25998,982.98329
25423058,-6.40963,-18.33451,982.90876
25433058,-6.63322,-18.25998,982.68517
25443058,-6.55869,-18.11092,982.98329
25453058,-6.63322,-17.96186,983.05782
25463058,-6.55869,-18.11092,982.98329
25473058,-6.48416,-18.25998,982.98329
25483058,-6.55869,-17.96186,982.98329
25493058,-6.33510,-18.11092,982.75970
25503058,-6.26057,-18.11092,982.83423
25513058,-6.48416,-18.25998,982.75970
25523058,-6.18603,-18.40904,982.90876
25533058,-6.33510,-18.40904,982.90876
25543058,-6.55869,-17.88733,982.75970
25553058,-6.55869,-18.18545,982.90876
25563058,-6.85681,-18.18545,982.83423
25573058,-6.63322,-17.81280,982.68517
25583058,-6.33510,-18.03639,982.83423
25593058,-6.55869,-18.03639,982.90876
25603058,-6.40963,-18.48357,983.05782
25613058,-6.63322,-18.25998,982.68517
25623058,-6.55869,-18.03639,982.53611
25633058,-6.63322,-18.18545,982.98329
25643058,-6.78228,-18.33451,982.83423
25653058,-6.55869,-17.88733,982.98329
25663058,-6.70775,-18.03639,982.83423
25673058,-6.26057,-17.96186,982.83423
25683058,-6.48416,-18.25998,982.90876
25693058,-6.18603,-18.18545,982.68517
25703058,-6.40963,-18.03639,983.13235
25713058,-6.18603,-18.33451,983.13235
25723058,-6.33510,-17.73827,982.68517
25733058,-6.48416,-18.18545,982.61064
25743058,-6.63322,-18.40904,983.28141
25753058,-6.48416,-18.25998,982.83423
25763058,-6.63322,-17.88733,982.68517
25773058,-6.48416,-18.03639,982.68517
25783058,-6.48416,-18.11092,983.05782
25793058,-6.40963,-18.33451,982.90876
25803058,-6.55869,-17.88733,982.75970
25813058,-6.78228,-18.03639,982.83423
25823058,-6.40963,-18.18545,982.98329
25833058,-6.33510,-18.11092,983.13235
25843058,-6.63322,-18.25998,982.98329
25853058,-6.63322,-17.96186,982.98329
25863058,-6.55869,-17.96186,982.83423
25873058,-6.48416,-17.88733,982.61064
25883058,-6.70775,-17.96186,982.98329
25893058,-6.48416,-18.40904,982.90876
25903058,-6.63322,-18.03639,982.90876
25913058,-6.26057,-18.03639,982.38705
25923058,-6.40963,-18.03639,983.28141
25933058,-6.40963,-18.18545,982.90876
25943058,-6.48416,-17.88733,982.90876
25953058,-6.55869,-18.03639,982.83423
25963058,-6.33510,-18.18545,983.35594
25973058,-6.63322,-18.11092,982.98329
25983058,-6.48416,-18.18545,983.20688
25993058,-6.48416,-18.25998,982.90876
26003058,-6.55869,-18.18545,983.05782
26013058,-6.33510,-18.18545,982.75970
26023058,-6.48416,-18.11092,982.90876
26033058,-6.40963,-18.25998,982.98329
26043058,-6.40963,-18.11092,982.68517
26053058,-6.40963,-18.18545,982.53611
26063058,-6.70775,-18.25998,982.98329
26073058,-6.55869,-18.11092,982.83423
26083058,-6.26057,-17.73827,982.75970
26093058,-6.26057,-18.03639,982.61064
26103058,-6.40963,-18.03639,983.13235
26113058,-6.55869,-18.18545,983.20688
26123058,-6.70775,-18.25998,982.98329
26133058,-6.93134,-18.03639,982.46158
26143058,-6.40963,-18.11092,983.05782
26153058,-6.26057,-18.11092,982.68517
26163058,-6.48416,-18.03639,982.83423
26173058,-6.18603,-18.18545,982.75970
26183058,-6.48416,-17.88733,982.98329
26193058,-6.40963,-18.33451,983.20688
26203058,-6.40963,-18.25998,982.98329
26213058,-6.40963,-18.03639,983.13235
26223058,-6.70775,-17.96186,982.90876
26233058,-6.55869,-17.96186,982.98329
26243058,-6.55869,-18.25998,982.83423
26253058,-6.55869,-18.03639,983.20688
26263058,-6.55869,-18.11092,983.28141
26273058,-6.55869,-17.81280,982.98329
26283058,-6.48416,-17.73827,983.43048
26293058,-6.55869,-17.73827,983.05782
26303058,-6.55869,-17.96186,982.90876
26313058,-6.40963,-18.03639,982.83423
26323058,-6.48416,-18.18545,982.90876
26333058,-6.55869,-18.03639,982.98329
26343058,-6.33510,-17.88733,983.05782
26353058,-6.63322,-17.73827,983.05782
26363058,-6.26057,-18.33451,983.20688
26373058,-6.48416,-18.48357,983.05782
26383058,-6.55869,-18.11092,982.75970
26393058,-6.40963,-17.96186,982.98329
26403058,-6.48416,-18.18545,982.83423
26413058,-6.55869,-17.81280,983.20688
26423058,-6.70775,-18.18545,982.83423
26433058,-6.55869,-18.03639,982.90876
26443058,-6.48416,-18.33451,983.05782
26453058,-6.48416,-17.96186,982.75970
26463058,-6.63322,-17.96186,982.75970
26473058,-6.55869,-18.25998,983.13235
26483058,-6.33510,-18.03639,983.13235
26493058,-6.70775,-18.11092,982.38705
26503058,-6.48416,-17.58921,982.75970
26513058,-6.63322,-18.11092,982.98329
26523058,-6.48416,-18.63264,982.83423
26533058,-6.40963,-18.11092,982.61064
26543058,-6.48416,-17.88733,982.83423
26553058,-6.55869,-18.25998,983.28141
26563058,-6.33510,-18.03639,982.83423
26573058,-6.70775,-17.96186,982.61064
26583058,-6.78228,-18.18545,982.75970
26593058,-6.55869,-18.40904,983.13235
26603058,-6.63322,-17.96186,982.90876
26613058,-6.48416,-17.88733,982.61064
26623058,-6.40963,-18.18545,983.13235
26633058,-6.48416,-18.25998,983.20688
26643058,-6.26057,-18.11092,983.13235
26653058,-6.63322,-18.03639,982.38705
26663058,-6.70775,-18.48357,982.90876
26673058,-6.48416,-18.40904,982.90876
26683058,-6.70775,-18.03639,983.05782
26693058,-6.48416,-18.48357,983.20688
26703058,-6.33510,-18.18545,983.20688
26713058,-6.33510,-18.03639,982.83423
26723058,-6.11150,-18.25998,982.98329
26733058,-6.48416,-18.11092,982.83423
26743058,-6.70775,-18.48357,982.98329
26753058,-6.33510,-18.03639,982.61064
26763058,-6.26057,-17.96186,982.61064
26773058,-6.63322,-18.33451,982.83423
26783058,-6.40963,-18.03639,982.98329
26793058,-6.40963,-18.25998,983.13235
26803058,-6.33510,-18.11092,983.05782
26813058,-6.63322,-18.11092,982.98329
26823058,-6.70775,-18.48357,982.68517
26833058,-6.48416,-18.11092,982.53611
26843058,-6.48416,-17.96186,982.83423
26853058,-6.55869,-18.25998,983.35594
26863058,-6.33510,-18.33451,983.13235
26873058,-6.48416,-18.25998,983.35594
26883058,-6.40963,-18.11092,982.75970
26893058,-6.48416,-18.33451,982.83423
26903058,-6.78228,-18.25998,982.75970
26913058,-6.48416,-18.11092,982.98329
26923058,-6.55869,-18.25998,983.13235
26933058,-6.63322,-18.18545,983.13235
26943058,-6.40963,-17.96186,982.46158
26953058,-6.18603,-18.11092,983.13235
26963058,-6.40963,-18.25998,983.13235
26973058,-6.48416,-18.25998,982.90876
26983058,-6.63322,-17.81280,982.83423
26993058,-6.40963,-18.25998,982.90876
27003058,-6.63322,-18.18545,983.05782
27013058,-6.18603,-18.48357,982.90876
27023058,-6.40963,-18.11092,982.75970
27033058,-6.48416,-18.18545,983.28141
27043058,-6.40963,-17.96186,982.61064
27053058,-6.33510,-18.33451,983.13235
27063058,-6.63322,-18.25998,982.83423
27073058,-6.40963,-17.96186,982.61064
27083058,-6.55869,-18.11092,982.83423
27093058,-6.26057,-18.18545,983.43048
27103058,-6.55869,-18.25998,983.28141
27113058,-6.18603,-18.03639,982.98329
27123058,-6.48416,-17.96186,982.75970
27133058,-6.48416,-18.18545,982.61064
27143058,-6.70775,-18.03639,983.13235
27153058,-6.55869,-18.18545,982.83423
27163058,-6.40963,-18.18545,983.13235
27173058,-6.55869,-18.18545,982.75970
27183058,-6.48416,-18.03639,982.90876
27193058,-6.33510,-18.03639,982.68517
27203058,-6.33510,-17.96186,983.05782
27213058,-6.33510,-18.18545,982.83423
27223058,-6.40963,-18.11092,983.20688
27233058,-6.26057,-18.11092,982.90876
27243058,-6.48416,-18.40904,983.13235
27253058,-6.70775,-18.11092,982.98329
27263058,-6.33510,-18.25998,982.83423
27273058,-6.26057,-18.33451,982.83423
27283058,-6.40963,-18.33451,982.98329
27293058,-6.26057,-18.33451,983.20688
27303058,-6.40963,-18.18545,982.98329
27313058,-6.40963,-18.11092,982.53611
27323058,-6.48416,-18.33451,983.05782
27333058,-6.18603,-18.11092,983.35594
27343058,-6.33510,-18.25998,982.98329
27353058,-6.78228,-18.40904,982.75970
27363058,-6.40963,-18.03639,982.98329
27373058,-6.48416,-18.03639,982.75970
27383058,-6.40963,-18.03639,983.05782
27393058,-6.55869,-18.03639,982.83423
27403058,-6.40963,-17.81280,982.83423
27413058,-6.40963,-17.96186,982.83423
27423058,-6.33510,-18.11092,982.83423
27433058,-6.55869,-18.11092,982.90876
27443058,-6.26057,-18.03639,983.05782
27453058,-6.48416,-17.88733,982.98329
27463058,-6.33510,-18.18545,983.13235
27473058,-6.18603,-18.25998,983.20688
27483058,-6.33510,-18.25998,982.61064
27493058,-6.18603,-18.11092,983.05782
27503058,-6.26057,-18.18545,982.68517
27513058,-6.48416,-18.48357,983.13235
27523058,-6.18603,-18.11092,983.20688
27533058,-6.70775,-17.96186,983.20688
27543058,-6.33510,-18.03639,982.75970
27553058,-6.48416,-18.25998,983.35594
27563058,-6.55869,-18.03639,982.83423
27573058,-6.33510,-18.18545,982.90876
27583058,-6.18603,-17.81280,982.98329
27593058,-6.33510,-18.25998,983.13235
27603058,-6.55869,-18.11092,982.53611
27613058,-6.40963,-18.03639,983.05782
27623058,-6.33510,-18.11092,982.98329
27633058,-6.48416,-18.03639,983.28141
27643058,-6.70775,-18.33451,982.90876
27653058,-6.26057,-17.88733,983.20688
27663058,-6.33510,-18.18545,983.05782
27673058,-6.33510,-18.03639,982.75970
27683058,-6.55869,-17.88733,982.53611
27693058,-6.55869,-18.11092,983.20688
27703058,-6.55869,-17.96186,982.53611
27713058,-6.48416,-17.88733,983.28141
27723058,-6.48416,-18.11092,982.83423
27733058,-6.40963,-18.11092,982.75970
27743058,-6.70775,-17.96186,982.90876
27753058,-6.55869,-18.03639,982.83423
27763058,-6.48416,-18.18545,983.20688
27773058,-6.33510,-18.18545,982.90876
27783058,-6.18603,-18.03639,982.98329
27793058,-6.40963,-18.33451,982.98329
27803058,-6.63322,-18.25998,983.20688
27813058,-6.55869,-18.25998,983.13235
27823058,-6.40963,-17.81280,982.46158
27833058,-6.55869,-18.18545,982.46158
27843058,-6.63322,-18.33451,983.20688
27853058,-6.55869,-17.96186,982.98329
27863058,-6.40963,-17.96186,982.83423
27873058,-6.48416,-17.96186,982.90876
27883058,-6.48416,-17.96186,982.98329
27893058,-6.70775,-18.11092,983.13235
27903058,-6.55869,-17.88733,983.05782
27913058,-6.48416,-18.18545,982.83423
27923058,-6.40963,-18.18545,982.98329
27933058,-6.48416,-18.18545,982.83423
27943058,-6.33510,-18.11092,982.83423
27953058,-6.55869,-18.40904,983.20688
27963058,-6.26057,-17.73827,982.90876
27973058,-6.26057,-18.03639,982.68517
27983058,-6.48416,-18.18545,982.68517
27993058,-6.40963,-18.33451,982.98329
28003058,-6.55869,-17.88733,982.75970
28013058,-6.55869,-18.18545,982.98329
28023058,-6.55869,-17.96186,983.28141
28033058,-6.48416,-18.48357,982.90876
28043058,-6.26057,-18.11092,982.90876
28053058,-6.55869,-18.03639,982.83423
28063058,-6.26057,-18.11092,983.05782
28073058,-6.55869,-17.81280,982.98329
28083058,-6.63322,-18.18545,982.98329
28093058,-6.40963,-18.25998,982.75970
28103058,-6.63322,-17.58921,982.68517
28113058,-6.26057,-18.18545,982.90876
28123058,-6.40963,-18.18545,983.05782
28133058,-6.48416,-18.25998,983.20688
28143058,-6.55869,-18.18545,982.98329
28153058,-6.18603,-18.18545,982.98329
28163058,-6.40963,-18.11092,983.13235
28173058,-6.26057,-18.11092,982.90876
28183058,-6.33510,-18.25998,982.98329
28193058,-6.63322,-18.25998,982.83423
28203058,-6.48416,-18.33451,982.98329
28213058,-6.26057,-18.03639,983.05782
28223058,-6.26057,-18.11092,982.83423
28233058,-6.40963,-18.11092,983.05782
28243058,-6.70775,-18.11092,983.13235
28253058,-6.55869,-18.18545,982.75970
28263058,-6.55869,-17.96186,983.05782
28273058,-6.48416,-18.33451,983.05782
28283058,-6.40963,-18.03639,982.83423
28293058,-6.55869,-18.48357,982.68517
28303058,-6.40963,-18.03639,982.75970
28313058,-6.33510,-17.96186,982.90876
28323058,-6.40963,-18.25998,982.90876
28333058,-6.33510,-18.33451,982.98329
28343058,-6.48416,-18.11092,983.13235
28353058,-6.33510,-18.33451,982.83423
28363058,-6.40963,-17.96186,982.98329
28373058,-6.48416,-18.48357,982.61064
28383058,-6.63322,-18.25998,983.05782
28393058,-6.55869,-17.73827,982.98329
28403058,-6.40963,-18.11092,982.83423
28413058,-6.48416,-18.03639,982.75970
28423058,-6.33510,-17.96186,983.05782
28433058,-6.40963,-18.33451,982.75970
28443058,-6.26057,-17.73827,982.61064
28453058,-6.26057,-18.18545,982.90876
28463058,-6.55869,-18.11092,982.98329
28473058,-6.40963,-18.25998,983.05782
28483058,-6.11150,-18.03639,982.98329
28493058,-6.48416,-17.96186,982.98329
28503058,-6.40963,-18.18545,983.20688
28513058,-6.40963,-18.11092,982.75970
28523058,-6.40963,-18.11092,982.75970
28533058,-6.48416,-18.18545,982.68517
28543058,-6.55869,-18.33451,983.28141
28553058,-6.48416,-18.48357,982.61064
28563058,-6.33510,-17.96186,982.90876
28573058,-6.63322,-18.25998,983.20688
28583058,-6.40963,-18.33451,983.05782
28593058,-6.48416,-17.96186,982.83423
28603058,-6.40963,-18.18545,982.90876
28613058,-6.48416,-18.25998,982.90876
28623058,-6.63322,-18.03639,983.43048
28633058,-6.63322,-18.25998,982.68517
28643058,-6.63322,-18.11092,982.98329
28653058,-6.40963,-17.96186,982.98329
28663058,-6.40963,-18.03639,982.83423
28673058,-6.55869,-17.88733,982.75970
28683058,-6.18603,-18.48357,983.05782
28693058,-6.48416,-18.18545,982.75970
28703058,-6.26057,-18.11092,983.05782
28713058,-6.33510,-17.81280,983.05782
28723058,-6.63322,-18.03639,983.28141
28733058,-6.48416,-18.25998,983.05782
28743058,-6.40963,-17.96186,982.75970
28753058,-6.63322,-17.81280,982.83423
28763058,-6.33510,-18.33451,982.83423
28773058,-6.70775,-18.03639,983.13235
28783058,-6.48416,-18.18545,982.98329
28793058,-6.40963,-17.73827,982.68517
28803058,-6.55869,-18.11092,982.90876
28813058,-6.26057,-17.96186,982.61064
28823058,-6.33510,-17.88733,983.28141
28833058,-6.40963,-18.03639,982.68517
28843058,-6.63322,-17.96186,983.05782
28853058,-6.26057,-17.96186,983.13235
28863058,-6.55869,-18.33451,983.05782
28873058,-6.26057,-17.73827,982.90876
28883058,-6.70775,-18.11092,982.98329
28893058,-6.55869,-18.18545,982.90876
28903058,-6.33510,-18.40904,982.90876
28913058,-6.33510,-18.25998,982.83423
28923058,-6.63322,-18.11092,982.90876
28933058,-6.33510,-18.33451,982.83423
28943058,-6.40963,-17.88733,983.57954
28953058,-6.48416,-18.25998,983.05782
28963058,-6.55869,-18.25998,982.38705
28973058,-6.48416,-18.11092,983.13235
28983058,-6.48416,-18.11092,982.98329
28993058,-6.48416,-17.96186,982.90876
29003058,-6.55869,-17.81280,982.46158
29013058,-6.33510,-18.18545,982.83423
29023058,-6.48416,-18.18545,983.20688
29033058,-6.33510,-18.03639,982.98329
29043058,-6.33510,-17.96186,982.75970
29053058,-6.40963,-18.18545,983.28141
29063058,-6.48416,-18.11092,983.20688
29073058,-6.55869,-18.11092,982.61064
29083058,-6.48416,-17.96186,982.90876
29093058,-6.48416,-17.81280,982.98329
29103058,-6.55869,-18.18545,982.83423
29113058,-6.48416,-18.18545,982.61064
29123058,-6.78228,-17.96186,982.90876
29133058,-6.55869,-18.03639,982.83423
29143058,-6.33510,-18.11092,982.83423
29153058,-6.63322,-18.11092,982.90876
29163058,-6.55869,-18.40904,982.75970
29173058,-6.48416,-18.11092,982.83423
29183058,-6.48416,-18.25998,982.83423
29193058,-6.40963,-18.03639,983.13235
29203058,-6.40963,-18.25998,983.20688
29213058,-6.55869,-18.03639,982.53611
29223058,-6.55869,-18.18545,982.98329
29233058,-6.48416,-18.33451,982.83423
29243058,-6.48416,-18.11092,983.05782
29253058,-6.33510,-18.11092,982.98329
29263058,-6.55869,-18.18545,982.90876
29273058,-6.40963,-18.33451,983.05782
29283058,-6.33510,-18.40904,982.98329
29293058,-6.33510,-18.11092,982.53611
29303058,-6.26057,-18.18545,983.13235
29313058,-6.55869,-18.11092,982.75970
29323058,-6.40963,-18.03639,982.61064
29333058,-6.70775,-18.18545,983.13235
29343058,-6.48416,-18.40904,982.83423
29353058,-6.33510,-17.96186,982.83423
29363058,-6.63322,-18.18545,982.61064
29373058,-6.63322,-17.96186,983.05782
29383058,-6.55869,-18.25998,982.98329
29393058,-6.48416,-18.25998,983.05782
29403058,-6.55869,-18.03639,983.20688
29413058,-6.70775,-17.58921,982.98329
29423058,-6.33510,-18.70717,982.90876
29433058,-6.26057,-18.25998,982.68517
29443058,-6.26057,-18.11092,982.53611
29453058,-6.48416,-18.25998,982.90876
29463058,-6.40963,-18.18545,983.05782
29473058,-6.33510,-18.33451,982.61064
29483058,-6.33510,-17.73827,982.68517
29493058,-6.48416,-18.11092,983.13235
29503058,-6.33510,-18.18545,982.61064
29513058,-6.63322,-17.81280,982.90876
29523058,-6.33510,-18.25998,982.90876
29533058,-6.40963,-18.48357,982.98329
29543058,-6.26057,-18.18545,983.20688
29553058,-6.40963,-18.11092,982.75970
29563058,-6.40963,-17.96186,983.20688
29573058,-6.26057,-18.25998,982.83423
29583058,-6.48416,-18.40904,982.83423
29593058,-6.40963,-18.11092,982.68517
29603058,-6.78228,-18.03639,982.75970
29613058,-6.26057,-17.88733,982.75970
29623058,-6.33510,-18.11092,982.90876
29633058,-6.48416,-18.25998,982.98329
29643058,-6.40963,-18.25998,983.13235
29653058,-6.48416,-18.33451,982.53611
29663058,-6.55869,-18.03639,982.75970
29673058,-6.33510,-18.11092,982.75970
29683058,-6.33510,-18.03639,982.83423
29693058,-6.26057,-18.11092,982.68517
29703058,-6.55869,-18.11092,982.53611
29713058,-6.40963,-18.03639,983.13235
29723058,-6.33510,-18.25998,982.75970
29733058,-6.33510,-18.25998,982.68517
29743058,-6.63322,-18.03639,982.53611
29753058,-6.40963,-18.18545,983.35594
29763058,-6.63322,-18.18545,982.98329
29773058,-6.40963,-18.25998,982.68517
29783058,-6.40963,-18.18545,983.05782
29793058,-6.55869,-18.11092,982.90876
29803058,-6.48416,-18.11092,982.90876
29813058,-6.48416,-18.33451,982.83423
29823058,-6.33510,-18.11092,982.90876
29833058,-6.03697,-18.40904,983.05782
29843058,-6.55869,-18.11092,983.05782
29853058,-6.40963,-17.88733,983.05782
29863058,-6.33510,-18.11092,983.05782
29873058,-6.40963,-18.18545,982.75970
