t_us,x_gal,y_gal,z_gal
394843058,-6.78228,-18.33451,982.75970
394853058,-6.63322,-18.03639,982.90876
394863058,-6.70775,-18.25998,982.98329
394873058,-6.33510,-17.73827,982.90876
394883058,-6.48416,-17.88733,982.90876
394893058,-6.18603,-17.81280,982.83423
394903058,-6.78228,-18.03639,982.90876
394913058,-6.40963,-18.03639,982.68517
394923058,-6.40963,-18.11092,982.98329
394933058,-6.48416,-18.33451,982.90876
394943058,-6.55869,-18.33451,983.28141
394953058,-6.26057,-18.18545,983.13235
394963058,-6.03697,-18.25998,982.75970
394973058,-6.03697,-17.73827,982.61064
394983058,-6.33510,-17.88733,982.90876
394993058,-6.70775,-18.03639,983.13235
395003058,-6.70775,-18.33451,982.53611
395013058,-6.78228,-18.25998,983.28141
395023058,-6.70775,-18.11092,982.98329
395033058,-6.55869,-17.96186,983.05782
395043058,-6.40963,-18.33451,982.90876
395053058,-6.18603,-18.25998,982.68517
395063058,-6.18603,-17.96186,982.68517
395073058,-6.55869,-17.88733,982.61064
395083058,-6.11150,-18.03639,982.98329
395093058,-6.26057,-18.11092,982.83423
395103058,-6.48416,-18.11092,982.68517
395113058,-6.33510,-18.40904,983.13235
395123058,-6.78228,-18.40904,982.90876
395133058,-6.48416,-18.11092,982.68517
395143058,-6.33510,-18.40904,982.75970
395153058,-6.11150,-18.03639,982.90876
395163058,-6.33510,-18.25998,982.68517
395173058,-6.48416,-17.81280,982.98329
395183058,-6.70775,-18.11092,982.53611
395193058,-6.55869,-18.11092,982.68517
395203058,-6.78228,-18.11092,982.90876
395213058,-6.55869,-18.03639,983.13235
395223058,-6.70775,-18.18545,982.90876
395233058,-6.40963,-18.03639,983.28141
395243058,-6.26057,-18.18545,982.98329
395253058,-6.26057,-18.18545,982.61064
395263058,-6.18603,-18.25998,983.13235
395273058,-6.48416,-18.11092,983.13235
395283058,-6.48416,-18.33451,982.90876
395293058,-6.40963,-18.11092,982.90876
395303058,-6.70775,-18.40904,983.20688
395313058,-6.70775,-18.48357,982.83423
395323058,-5.96244,-18.03639,982.61064
395333058,-6.55869,-18.18545,982.68517
395343058,-6.33510,-18.55810,983.05782
395353058,-6.33510,-18.18545,982.83423
395363058,-6.55869,-18.25998,982.38705
395373058,-6.48416,-17.88733,983.05782
395383058,-6.70775,-18.11092,983.13235
395393058,-6.70775,-17.81280,982.83423
395403058,-6.26057,-18.03639,982.90876
395413058,-6.55869,-17.88733,982.75970
395423058,-6.55869,-18.11092,982.83423
395433058,-6.40963,-17.81280,982.23799
395443058,-6.33510,-17.81280,982.75970
395453058,-6.40963,-18.40904,983.28141
395463058,-6.40963,-18.03639,982.90876
395473058,-6.63322,-17.96186,982.83423
395483058,-6.48416,-18.40904,982.90876
395493058,-6.55869,-18.40904,982.75970
395503058,-6.48416,-18.48357,982.98329
395513058,-6.33510,-18.40904,982.68517
395523058,-6.11150,-17.88733,982.75970
395533058,-6.11150,-18.11092,982.61064
395543058,-6.40963,-17.96186,982.83423
395553058,-6.63322,-17.88733,982.90876
395563058,-6.63322,-18.11092,983.20688
395573058,-6.63322,-18.25998,982.98329
395583058,-6.85681,-18.25998,983.57954
395593058,-6.55869,-18.25998,983.20688
395603058,-6.40963,-17.88733,982.98329
395613058,-6.18603,-17.81280,982.68517
395623058,-6.33510,-18.25998,982.98329
395633058,-6.33510,-17.96186,982.90876
395643058,-6.63322,-17.88733,983.13235
395653058,-6.33510,-18.33451,982.90876
395663058,-6.63322,-18.11092,982.98329
395673058,-6.78228,-18.18545,983.35594
395683058,-6.85681,-18.18545,982.75970
395693058,-6.18603,-18.11092,982.83423
395703058,-6.40963,-18.25998,982.90876
395713058,-6.40963,-18.11092,982.68517
395723058,-6.03697,-17.96186,982.68517
395733058,-6.18603,-17.81280,983.28141
395743058,-6.48416,-18.48357,982.98329
395753058,-6.85681,-18.33451,983.28141
395763058,-6.40963,-18.25998,982.68517
395773058,-6.63322,-18.33451,983.05782
395783058,-6.48416,-17.96186,982.75970
395793058,-6.48416,-17.88733,983.28141
395803058,-6.18603,-18.11092,982.53611
395813058,-6.55869,-18.03639,982.75970
395823058,-6.33510,-18.03639,982.98329
395833058,-6.18603,-17.96186,983.13235
395843058,-6.70775,-17.66374,982.68517
395853058,-6.63322,-18.25998,982.98329
395863058,-6.55869,-18.03639,982.90876
395873058,-6.40963,-18.11092,982.98329
395883058,-6.33510,-18.03639,982.46158
395893058,-6.33510,-17.96186,982.90876
395903058,-6.26057,-17.66374,982.83423
395913058,-6.48416,-17.81280,983.20688
395923058,-6.48416,-18.18545,983.28141
395933058,-6.26057,-18.25998,982.98329
395943058,-6.40963,-18.11092,982.68517
395953058,-6.78228,-18.33451,982.98329
395963058,-6.55869,-18.18545,983.20688
395973058,-6.40963,-17.88733,982.90876
395983058,-6.11150,-18.11092,982.75970
395993058,-6.48416,-18.03639,982.75970
396003058,-6.78228,-18.11092,982.75970
396013058,-6.33510,-17.73827,982.90876
396023058,-6.70775,-17.66374,982.98329
396033058,-6.63322,-18.11092,983.13235
396043058,-6.85681,-18.25998,983.13235
396053058,-6.48416,-18.18545,982.61064
396063058,-6.26057,-18.18545,982.53611
396073058,-6.11150,-18.11092,982.75970
396083058,-6.33510,-18.25998,982.61064
396093058,-6.40963,-18.03639,982.68517
396103058,-6.33510,-18.03639,982.68517
396113058,-6.63322,-18.25998,983.05782
396123058,-6.70775,-17.96186,982.61064
396133058,-6.55869,-17.96186,982.98329
396143058,-6.48416,-18.18545,982.90876
396153058,-6.55869,-17.88733,982.83423
396163058,-6.26057,-17.96186,982.68517
396173058,-6.26057,-18.18545,982.75970
396183058,-6.48416,-17.81280,982.83423
396193058,-6.33510,-18.40904,982.98329
396203058,-6.40963,-17.81280,983.13235
396213058,-6.48416,-18.25998,982.90876
396223058,-6.63322,-18.33451,982.75970
396233058,-6.40963,-18.33451,982.75970
396243058,-17.73827,-6.85681,992.37414
396253058,-27.57630,-16.39672,1029.41582
396263058,10.21068,-32.86797,929.61943
396273058,-17.66374,12.22301,1023.90056
396283058,-8.49648,-36.37090,1011.97567
396293058,11.03052,-15.80047,977.91522
396303058,-10.65787,-25.78757,1011.82661
396313058,4.09918,-26.01116,921.79372
396323058,-16.91843,-6.48416,979.40583
396333058,-8.19836,-25.71304,983.80313
396343058,-3.87559,-23.25353,996.99503
396353058,-6.26057,-13.56456,996.32426
396363058,-11.17958,-20.49590,978.73505
396373058,-14.83158,-4.32277,990.58541
396383058,-11.40317,-31.89907,986.63529
396393058,2.23592,-18.70717,971.28200
396403058,0.59624,-16.76937,967.63000
396413058,-3.87559,-12.52113,977.76615
396423058,-9.76350,-13.04284,1000.57250
396433058,-6.55869,-18.93076,989.54198
396443058,-4.62089,-16.84390,978.21334
396453058,-7.97477,-18.03639,975.97742
396463058,-11.10505,-17.21655,984.77203
396473058,-11.32864,-20.79402,989.24386
396483058,-7.90024,-16.02407,982.83423
396493058,-5.73885,-17.88733,980.67285
396503058,-3.57747,-18.40904,984.32484
396513058,-3.87559,-21.31573,985.21921
396523058,-3.27934,-22.28463,978.43693
396533058,-3.80106,-17.96186,976.79726
396543058,-4.02465,-19.45247,980.82191
396553058,-5.29167,-16.62031,986.56076
396563058,-7.82571,-16.91843,985.81545
396573058,-10.06162,-16.17313,982.68517
396583058,-10.80693,-18.48357,983.87766
396593058,-8.49648,-19.89965,983.35594
396603058,-6.26057,-16.32219,983.20688
396613058,-5.66432,-15.87501,981.79080
396623058,-6.48416,-16.24766,983.57954
396633058,-6.26057,-19.37794,984.02672
396643058,-5.29167,-17.96186,980.97097
396653058,-5.44073,-17.36562,980.67285
396663058,-6.63322,-18.18545,981.93986
396673058,-7.82571,-18.85623,984.32484
396683058,-8.57101,-19.15435,985.36827
396693058,-7.30399,-17.66374,984.10125
396703058,-5.96244,-18.03639,983.87766
396713058,6.70775,-9.46538,945.27084
396723058,-10.65787,-29.58862,1012.34832
396733058,-14.01174,-21.31573,995.57895
396743058,-3.50294,-1.93779,970.23857
396753058,-2.98122,-35.32748,1007.05666
396763058,1.04343,-7.30399,1006.75853
396773058,-4.99355,-35.25295,945.64349
396783058,-7.45305,-7.22946,973.21979
396793058,-15.05517,-22.58275,971.65465
396803058,-5.14261,-17.29109,991.10712
396813058,-6.78228,-18.33451,1003.47919
396823058,-7.75118,-12.44660,977.98975
396833058,-15.42782,-12.22301,996.92050
396843058,-11.25411,-18.93076,982.46158
396853058,-4.39730,-26.90552,977.54256
396863058,2.23592,-18.40904,968.59890
396873058,-2.01232,-17.21655,971.80371
396883058,-6.93134,-13.11738,993.86475
396893058,-7.82571,-16.39672,993.26851
396903058,-5.21714,-17.73827,984.99562
396913058,-6.40963,-19.60153,975.23212
396923058,-8.86913,-19.89965,983.05782
396933058,-9.76350,-21.16667,984.10125
396943058,-7.97477,-16.91843,983.80313
396953058,-6.48416,-16.09860,982.38705
396963058,-4.32277,-16.17313,984.25031
396973058,-4.54636,-20.12325,985.96451
396983058,-4.39730,-19.89965,978.66052
396993058,-6.03697,-18.70717,979.25677
397003058,-5.88791,-17.51468,980.00207
397013058,-6.40963,-16.69484,986.48623
397023058,-7.45305,-15.72594,986.48623
397033058,-9.24179,-16.17313,983.80313
397043058,-10.58334,-18.93076,983.57954
397053058,-8.34742,-20.27231,981.93986
397063058,-5.88791,-19.37794,982.53611
397073058,-4.24824,-16.69484,981.49268
397083058,-5.14261,-17.06749,983.57954
397093058,-5.58979,-18.55810,983.57954
397103058,-5.73885,-19.45247,981.34362
397113058,-5.51526,-18.85623,980.30019
397123058,-6.03697,-18.85623,980.97097
397133058,-6.78228,-19.52700,983.50501
397143058,-7.08040,-18.55810,984.99562
397153058,-6.85681,-17.96186,984.47390
397163058,-5.81338,-17.21655,983.35594
397173058,-14.08627,-24.74414,955.10887
397183058,6.70775,4.47183,1042.38413
397193058,-13.63909,-34.80576,921.04841
397203058,-7.90024,4.76995,1023.22978
397213058,-4.84449,-37.56339,1001.98858
397223058,1.19249,-15.12970,1010.55959
397233058,-3.27934,-25.26585,961.74209
397243058,-1.49061,-20.79402,951.38234
397253058,-19.22888,-8.86913,970.46216
397263058,-7.52758,-27.79989,990.06369
397273058,-3.42840,-15.72594,1005.34245
397283058,-6.78228,-14.16080,985.66639
397293058,-13.63909,-14.08627,990.28728
397303058,-14.98064,-11.40317,986.26264
397313058,-7.22946,-32.27172,981.19456
397323058,4.76995,-19.52700,969.79139
397333058,1.41608,-17.58921,966.81016
397343058,-5.29167,-13.56456,985.21921
397353058,-9.68897,-12.44660,999.75266
397363058,-6.33510,-19.00529,988.34949
397373058,-5.58979,-18.11092,976.72273
397383058,-8.64554,-20.71949,977.61709
397393058,-11.32864,-18.18545,983.43048
397403058,-11.55223,-19.67606,988.94574
397413058,-7.60212,-15.35329,984.54843
397423058,-4.69542,-16.76937,981.26909
397433058,-3.65200,-17.44015,985.59186
397443058,-3.72653,-20.64496,981.86533
397453058,-3.87559,-21.16667,977.02085
397463058,-4.02465,-17.88733,976.27554
397473058,-4.62089,-18.11092,983.28141
397483058,-6.11150,-14.98064,988.87120
397493058,-9.09273,-17.73827,985.88998
397503058,-10.43428,-17.66374,982.53611
397513058,-9.83803,-19.97418,981.93986
397523058,-6.70775,-20.64496,982.01440
397533058,-3.95012,-16.54578,981.86533
397543058,-5.06808,-16.39672,982.53611
397553058,-6.26057,-17.06749,984.84656
397563058,-6.48416,-20.12325,983.95219
397573058,-5.58979,-18.78170,980.52378
397583058,-5.51526,-17.88733,980.30019
397593058,-7.08040,-18.25998,982.16346
397603058,-8.04930,-18.55810,985.21921
397613058,-7.97477,-18.18545,985.74092
397623058,-6.70775,-15.94954,983.80313
397633058,-5.21714,-16.91843,982.83423
397643058,-4.84449,-17.66374,980.74738
397653058,-5.36620,-19.07982,980.37472
397663058,-3.80106,-20.42137,1009.81429
397673058,-29.43956,-16.76937,929.99208
397683058,-7.00587,-25.71304,1034.33483
397693058,-1.04343,10.43428,962.78552
397703058,-6.03697,-43.74943,1003.77731
397713058,6.48416,-7.97477,1006.16229
397723058,-3.35387,-38.15964,939.23387
397733058,-5.14261,-4.32277,963.00911
397743058,-14.75705,-20.34684,972.99620
397753058,-5.06808,-21.76292,998.03846
397763058,-6.85681,-18.40904,1008.24915
397773058,-8.94366,-15.27876,973.81604
397783058,-14.75705,-10.50881,994.46100
397793058,-11.17958,-20.86855,983.50501
397803058,-3.20481,-27.27818,977.31897
397813058,3.87559,-14.60799,968.52437
397823058,-2.08686,-15.94954,968.74796
397833058,-7.30399,-10.73240,994.68459
397843058,-7.37852,-17.58921,994.53553
397853058,-5.29167,-19.75059,984.92109
397863058,-6.78228,-19.22888,974.11416
397873058,-10.73240,-18.78170,982.53611
397883058,-12.14848,-20.42137,988.79667
397893058,-9.76350,-17.51468,985.81545
397903058,-5.88791,-17.29109,980.82191
397913058,-2.60857,-15.80047,980.44925
397923058,-3.65200,-19.22888,985.66639
397933058,-3.80106,-21.68839,979.62942
397943058,-5.06808,-20.12325,979.03317
397953058,-4.54636,-18.78170,978.58599
397963058,-5.88791,-17.36562,986.48623
397973058,-7.00587,-15.65141,987.08247
397983058,-9.09273,-16.47125,983.43048
397993058,-10.50881,-18.03639,983.05782
398003058,-9.09273,-19.67606,982.53611
398013058,-6.63322,-18.40904,984.02672
398023058,-5.06808,-16.02407,981.86533
398033058,-5.88791,-16.47125,983.20688
398043058,-6.40963,-18.55810,984.32484
398053058,-5.36620,-19.97418,982.61064
398063058,-5.29167,-18.55810,980.52378
398073058,-5.66432,-17.44015,980.59831
398083058,-6.63322,-18.63264,983.43048
398093058,-7.22946,-17.88733,984.62296
398103058,-7.22946,-17.44015,984.77203
398113058,-6.93134,-16.47125,983.50501
398123058,-6.03697,-17.81280,983.13235
398133058,-5.81338,-18.93076,981.12003
398143058,-5.88791,-19.07982,981.26909
398153058,-5.81338,-19.67606,981.93986
398163058,-5.44073,-18.03639,983.80313
398173058,-5.44073,-17.81280,983.72860
398183058,-5.36620,-16.84390,982.23799
398193058,-6.40963,-17.66374,982.53611
398203058,-7.08040,-18.63264,981.64174
398213058,-7.15493,-18.40904,983.13235
398223058,-7.60212,-17.88733,983.28141
